CÓDIGO,DENOMINACIÓN,Total
738295,Traslado de costos (Cr),0.00
7383,SERVICIOS CONEXOS A LA SALUD - SERVICIOS DOCENTES,0.00
738301,Materiales,0.00
738302,Generales,0.00
738303,Sueldos y salarios,0.00
738304,Contribuciones imputadas,0.00
738305,Contribuciones efectivas,0.00
738306,Aportes sobre la nómina,0.00
738307,Depreciación y amortización,0.00
738308,Impuestos,0.00
738309,Prestaciones sociales,0.00
738310,Gastos de personal diversos,0.00
738395,Traslado de costos (Cr),0.00
7384,SERVICIOS CONEXOS A LA SALUD - INVESTIGACIÓN CIENTÍFICA,0.00
738401,Materiales,0.00
738402,Generales,0.00
738403,Sueldos y salarios,0.00
738404,Contribuciones imputadas,0.00
738405,Contribuciones efectivas,0.00
738406,Aportes sobre la nómina,0.00
738407,Depreciación y amortización,0.00
738408,Impuestos,0.00
738409,Prestaciones sociales,0.00
738410,Gastos de personal diversos,0.00
738495,Traslado de costos (Cr),0.00
7385,SERVICIOS CONEXOS A LA SALUD - MEDICINA LEGAL,0.00
738501,Materiales,0.00
738502,Generales,0.00
738503,Sueldos y salarios,0.00
738504,Contribuciones imputadas,0.00
738505,Contribuciones efectivas,0.00
738506,Aportes sobre la nómina,0.00
738507,Depreciación y amortización,0.00
738508,Impuestos,0.00
738509,Prestaciones sociales,0.00
738510,Gastos de personal diversos,0.00
738595,Traslado de costos (Cr),0.00
7386,SERVICIOS CONEXOS A LA SALUD - SERVICIO DE AMBULANCIAS,0.00
738601,Materiales,0.00
738602,Generales,0.00
738603,Sueldos y salarios,0.00
738604,Contribuciones imputadas,0.00
738605,Contribuciones efectivas,0.00
738606,Aportes sobre la nómina,0.00
738607,Depreciación y amortización,0.00
738608,Impuestos,0.00
738609,Prestaciones sociales,0.00
738610,Gastos de personal diversos,0.00
738695,Traslado de costos (Cr),0.00
7387,SERVICIOS CONEXOS A LA SALUD - OTROS SERVICIOS,0.00
738701,Materiales,0.00
738702,Generales,0.00
738703,Sueldos y salarios,0.00
738704,Contribuciones imputadas,0.00
738705,Contribuciones efectivas,0.00
738706,Aportes sobre la nómina,0.00
738707,Depreciación y amortización,0.00
738708,Impuestos,0.00
738709,Prestaciones sociales,0.00
738710,Gastos de personal diversos,0.00
738795,Traslado de costos (Cr),0.00
74,SERVICIOS DE TRANSPORTE,0.00
7401,SERVICIO DE TRANSPORTE AÉREO,0.00
740101,Materiales,0.00
740102,Generales,0.00
740103,Sueldos y salarios,0.00
740104,Contribuciones imputadas,0.00
740105,Contribuciones efectivas,0.00
740106,Aportes sobre la nómina,0.00
740107,Depreciación y amortización,0.00
740108,Impuestos,0.00
740109,Prestaciones sociales,0.00
740110,Gastos de personal diversos,0.00
740195,Traslado de costos (Cr),0.00
7402,SERVICIO DE TRANSPORTE TERRESTRE,0.00
740201,Materiales,0.00
740202,Generales,0.00
740203,Sueldos y salarios,0.00
740204,Contribuciones imputadas,0.00
740205,Contribuciones efectivas,0.00
740206,Aportes sobre la nómina,0.00
740207,Depreciación y amortización,0.00
740208,Impuestos,0.00
740209,Prestaciones sociales,0.00
740210,Gastos de personal diversos,0.00
740295,Traslado de costos (Cr),0.00
7403,SERVICIOS AERONÁUTICOS,0.00
740301,Materiales,0.00
740302,Generales,0.00
740303,Sueldos y salarios,0.00
740304,Contribuciones imputadas,0.00
740305,Contribuciones efectivas,0.00
740306,Aportes sobre la nómina,0.00
740307,Depreciación y amortización,0.00
740308,Impuestos,0.00
740309,Prestaciones sociales,0.00
740310,Gastos de personal diversos,0.00
740395,Traslado de costos (Cr),0.00
7405,SERVICIO DE TERMINAL DE TRANSPORTE TERRESTRE,0.00
740501,Materiales,0.00
740502,Generales,0.00
740503,Sueldos y salarios,0.00
740504,Contribuciones imputadas,0.00
740505,Contribuciones efectivas,0.00
740506,Aportes sobre la nómina,0.00
740507,Depreciación y amortización,0.00
740508,Impuestos,0.00
740509,Prestaciones sociales,0.00
740510,Gastos de personal diversos,0.00
740595,Traslado de costos (Cr),0.00
7490,OTROS SERVICIOS DE TRANSPORTE,0.00
749001,Materiales,0.00
749002,Generales,0.00
749003,Sueldos y salarios,0.00
749004,Contribuciones imputadas,0.00
749005,Contribuciones efectivas,0.00
749006,Aportes sobre la nómina,0.00
749007,Depreciación y amortización,0.00
749008,Impuestos,0.00
749009,Prestaciones sociales,0.00
749010,Gastos de personal diversos,0.00
749095,Traslado de costos (Cr),0.00
75,SERVICIOS PÚBLICOS,0.00
7501,ENERGÍA,0.00
750101,Materiales,0.00
750102,Generales,0.00
750103,Sueldos y salarios,0.00
750104,Contribuciones imputadas,0.00
750105,Contribuciones efectivas,0.00
750106,Aportes sobre la nómina,0.00
750107,Depreciación y amortización,0.00
750108,Impuestos,0.00
750109,Prestaciones sociales,0.00
750110,Gastos de personal diversos,0.00
750195,Traslado de costos (Cr),0.00
7502,ACUEDUCTO,0.00
750201,Materiales,0.00
750202,Generales,0.00
750203,Sueldos y salarios,0.00
750204,Contribuciones imputadas,0.00
750205,Contribuciones efectivas,0.00
750206,Aportes sobre la nómina,0.00
750207,Depreciación y amortización,0.00
750208,Impuestos,0.00
750209,Prestaciones sociales,0.00
750210,Gastos de personal diversos,0.00
750295,Traslado de costos (Cr),0.00
7503,ALCANTARILLADO,0.00
750301,Materiales,0.00
750302,Generales,0.00
750303,Sueldos y salarios,0.00
750304,Contribuciones imputadas,0.00
750305,Contribuciones efectivas,0.00
750306,Aportes sobre la nómina,0.00
750307,Depreciación y amortización,0.00
750308,Impuestos,0.00
750309,Prestaciones sociales,0.00
750310,Gastos de personal diversos,0.00
750395,Traslado de costos (Cr),0.00
7504,ASEO,0.00
750401,Materiales,0.00
750402,Generales,0.00
750403,Sueldos y salarios,0.00
750404,Contribuciones imputadas,0.00
750405,Contribuciones efectivas,0.00
750406,Aportes sobre la nómina,0.00
750407,Depreciación y amortización,0.00
750408,Impuestos,0.00
750409,Prestaciones sociales,0.00
750410,Gastos de personal diversos,0.00
750495,Traslado de costos (Cr),0.00
7505,GAS COMBUSTIBLE,0.00
750501,Materiales,0.00
750502,Generales,0.00
750503,Sueldos y salarios,0.00
750504,Contribuciones imputadas,0.00
750505,Contribuciones efectivas,0.00
750506,Aportes sobre la nómina,0.00
750507,Depreciación y amortización,0.00
750508,Impuestos,0.00
750509,Prestaciones sociales,0.00
750510,Gastos de personal diversos,0.00
750595,Traslado de costos (Cr),0.00
7506,TELECOMUNICACIONES,0.00
750601,Materiales,0.00
750602,Generales,0.00
750603,Sueldos y salarios,0.00
750604,Contribuciones imputadas,0.00
750605,Contribuciones efectivas,0.00
750606,Aportes sobre la nómina,0.00
750607,Depreciación y amortización,0.00
750608,Impuestos,0.00
750609,Prestaciones sociales,0.00
750610,Gastos de personal diversos,0.00
750695,Traslado de costos (Cr),0.00
76,SERVICIOS HOTELEROS Y DE PROMOCIÓN TURÍSTICA,0.00
7601,ALOJAMIENTO,0.00
760101,Materiales,0.00
760102,Generales,0.00
760103,Sueldos y salarios,0.00
760104,Contribuciones imputadas,0.00
760105,Contribuciones efectivas,0.00
760106,Aportes sobre la nómina,0.00
760107,Depreciación y amortización,0.00
760108,Impuestos,0.00
760109,Prestaciones sociales,0.00
760110,Gastos de personal diversos,0.00
760195,Traslado de costos (Cr),0.00
7602,SUMINISTRO DE BEBIDAS Y ALIMENTOS,0.00
760201,Materia prima,0.00
760202,Materiales,0.00
760203,Generales,0.00
760204,Sueldos y salarios,0.00
760205,Contribuciones imputadas,0.00
760206,Contribuciones efectivas,0.00
760207,Aportes sobre la nómina,0.00
760208,Depreciación y amortización,0.00
760209,Impuestos,0.00
760210,Prestaciones sociales,0.00
760211,Gastos de personal diversos,0.00
760295,Traslado de costos (Cr),0.00
7690,OTROS SERVICIOS DE HOTELERÍA Y DE PROMOCIÓN TURÍSTICA,0.00
769001,Materiales,0.00
769002,Generales,0.00
769003,Sueldos y salarios,0.00
769004,Contribuciones imputadas,0.00
769005,Contribuciones efectivas,0.00
769006,Aportes sobre la nómina,0.00
769007,Depreciación y amortización,0.00
769008,Impuestos,0.00
769009,Prestaciones sociales,0.00
769010,Gastos de personal diversos,0.00
769095,Traslado de costos (Cr),0.00
79,OTROS SERVICIOS,0.00
7902,SERVICIOS INFORMÁTICOS,0.00
790201,Materiales,0.00
790202,Generales,0.00
790203,Sueldos y salarios,0.00
790204,Contribuciones imputadas,0.00
790205,Contribuciones efectivas,0.00
790206,Aportes sobre la nómina,0.00
790207,Depreciación y amortización,0.00
790208,Impuestos,0.00
790209,Prestaciones sociales,0.00
790210,Gastos de personal diversos,0.00
790295,Traslado de costos (Cr),0.00
7904,SERVICIOS DE APOYO INDUSTRIAL,0.00
790401,Materiales,0.00
790402,Generales,0.00
790403,Sueldos y salarios,0.00
790404,Contribuciones imputadas,0.00
790405,Contribuciones efectivas,0.00
790406,Aportes sobre la nómina,0.00
790407,Depreciación y amortización,0.00
790408,Impuestos,0.00
790409,Prestaciones sociales,0.00
790410,Gastos de personal diversos,0.00
790495,Traslado de costos (Cr),0.00
7905,SERVICIOS DE COMUNICACIONES,0.00
790501,Materiales,0.00
790502,Generales,0.00
790503,Sueldos y salarios,0.00
790504,Contribuciones imputadas,0.00
790505,Contribuciones efectivas,0.00
790506,Aportes sobre la nómina,0.00
790507,Depreciación y amortización,0.00
790508,Impuestos,0.00
790509,Prestaciones sociales,0.00
790510,Gastos de personal diversos,0.00
790595,Traslado de costos (Cr),0.00
7906,SERVICIOS DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA,0.00
790601,Materiales,0.00
790602,Generales,0.00
790603,Sueldos y salarios,0.00
790604,Contribuciones imputadas,0.00
790605,Contribuciones efectivas,0.00
790606,Aportes sobre la nómina,0.00
790607,Depreciación y amortización,0.00
790608,Impuestos,0.00
790609,Prestaciones sociales,0.00
790610,Gastos de personal diversos,0.00
790695,Traslado de costos (Cr),0.00
7907,SERVICIOS DE MATADERO,0.00
790701,Materiales,0.00
790702,Generales,0.00
790703,Sueldos y salarios,0.00
790704,Contribuciones imputadas,0.00
790705,Contribuciones efectivas,0.00
790706,Aportes sobre la nómina,0.00
790707,Depreciación y amortización,0.00
790708,Impuestos,0.00
790709,Prestaciones sociales,0.00
790710,Gastos de personal diversos,0.00
790795,Traslado de costos (Cr),0.00
7908,SERVICIOS DE LAVANDERÍA,0.00
790801,Materiales,0.00
790802,Generales,0.00
790803,Sueldos y salarios,0.00
790804,Contribuciones imputadas,0.00
790805,Contribuciones efectivas,0.00
790806,Aportes sobre la nómina,0.00
790807,Depreciación y amortización,0.00
790808,Impuestos,0.00
790809,Prestaciones sociales,0.00
790810,Gastos de personal diversos,0.00
790895,Traslado de costos (Cr),0.00
7910,SERVICIOS DE CONSULTORÍA,0.00
791001,Materiales,0.00
791002,Generales,0.00
791003,Sueldos y salarios,0.00
791004,Contribuciones imputadas,0.00
791005,Contribuciones efectivas,0.00
791006,Aportes sobre la nómina,0.00
791007,Depreciación y amortización,0.00
791008,Impuestos,0.00
791009,Prestaciones sociales,0.00
791010,Gastos de personal diversos,0.00
791095,Traslado de costos (Cr),0.00
7911,SERVICIOS DE MANTENIMIENTO Y REPARACIÓN,0.00
791101,Materiales,0.00
791102,Generales,0.00
791103,Sueldos y salarios,0.00
791104,Contribuciones imputadas,0.00
791105,Contribuciones efectivas,0.00
791106,Aportes sobre la nómina,0.00
791107,Depreciación y amortización,0.00
791108,Impuestos,0.00
791109,Prestaciones sociales,0.00
791110,Gastos de personal diversos,0.00
791195,Traslado de costos (Cr),0.00
7912,SERVICIOS DE DIAGNÓSTICO TÉCNICO MECÁNICO,0.00
791201,Materiales,0.00
791202,Generales,0.00
791203,Sueldos y salarios,0.00
791204,Contribuciones imputadas,0.00
791205,Contribuciones efectivas,0.00
791206,Aportes sobre la nómina,0.00
791207,Depreciación y amortización,0.00
791208,Impuestos,0.00
791209,Prestaciones sociales,0.00
791210,Gastos de personal diversos,0.00
791295,Traslado de costos (Cr),0.00
7990,OTROS SERVICIOS,0.00
799001,Materiales,0.00
799002,Generales,0.00
799003,Sueldos y salarios,0.00
799004,Contribuciones imputadas,0.00
799005,Contribuciones efectivas,0.00
799006,Aportes sobre la nómina,0.00
799007,Depreciación y amortización,0.00
799008,Impuestos,0.00
799009,Prestaciones sociales,0.00
799010,Gastos de personal diversos,0.00
799095,Traslado de costos (Cr),0.00
8,CUENTAS DE ORDEN DEUDORAS,0.00
81,ACTIVOS CONTINGENTES,0.00
8120,LITIGIOS Y MECANISMOS ALTERNATIVOS DE SOLUCIÓN DE CONFLICTOS,0.00
812001,Civiles,0.00
812002,Laborales,0.00
812003,Penales,0.00
812004,Administrativas,0.00
812005,Fiscales,0.00
812090,Otros litigios y mecanismos alternativos de solución de conflictos,0.00
8128,GARANTÍAS CONTRACTUALES,0.00
812801,Acuerdos de concesión,0.00
812802,Contratos de asociación,0.00
812803,Contratos a riesgo compartido,0.00
812804,Contratos de obra,0.00
812805,Contratos para servicios públicos,0.00
812806,Uniones temporales,0.00
812807,Promesas de compraventa,0.00
812890,Otras garantías contractuales,0.00
8129,DERECHOS EN OPCIONES,0.00
812907,Vendidas,0.00
812908,Compradas,0.00
8190,OTROS ACTIVOS CONTINGENTES,0.00
819002,Garantías,0.00
819003,Intereses de mora,0.00
819090,Otros activos contingentes,0.00
82,DEUDORAS FISCALES,0.00
83,DEUDORAS DE CONTROL,0.00
8301,BIENES Y DERECHOS ENTREGADOS EN GARANTÍA,0.00
830101,Bienes,0.00
830102,Derechos,0.00
8306,BIENES ENTREGADOS EN CUSTODIA,0.00
830601,Inversiones,0.00
830602,Inventarios,0.00
830616,"Pagarés, letras de cambio y otros",0.00
830617,"Propiedades, planta y equipo",0.00
830618,Otros activos,0.00
830690,Otros bienes entregados en custodia,0.00
8310,"BONOS, TÍTULOS Y ESPECIES NO COLOCADOS",0.00
831001,Bonos,0.00
831002,Títulos,0.00
831003,Billetes,0.00
831005,Estampillas,0.00
831090,"Otros bonos, títulos y especies no colocados",0.00
8312,DOCUMENTOS ENTREGADOS PARA SU COBRO,0.00
831201,Pagarés,0.00
831202,Letras de cambio,0.00
831203,Facturas,0.00
831290,Otros documentos entregados para su cobro,0.00
8313,MERCANCÍAS ENTREGADAS EN CONSIGNACIÓN,0.00
831301,Mercancías entregadas en consignación,0.00
8315,BIENES Y DERECHOS RETIRADOS,0.00
831510,"Propiedades, planta y equipo",0.00
831532,Bienes de uso público,0.00
831533,Recursos naturales no renovables,0.00
831534,Inversiones,0.00
831535,Cuentas por cobrar,0.00
831536,Préstamos por cobrar,0.00
831537,Inventarios,0.00
831590,Otros bienes y derechos retirados,0.00
8333,FACTURACIÓN GLOSADA EN VENTA DE SERVICIOS DE SALUD,0.00
833301,Plan de Beneficios en Salud  (PBS) - EPS,0.00
833302,Plan complementario -EPS,0.00
833303,Plan subsidiado de salud PBSS - EPS,0.00
833304,Servicios de salud - IPS privadas,0.00
833305,Empresas de medicina prepagada - EMP,0.00
833306,Servicios de salud - Compañías aseguradoras,0.00
833307,Servicios de salud - IPS públicas,0.00
833308,Servicios de salud - Entidades con régimen especial,0.00
833309,Atención con cargo al subsidio a la oferta,0.00
833310,Riesgos laborales - ARL,0.00
833311,Atención accidentes de tránsito SOAT - Compañías de seguros,0.00
833312,Reclamaciones con cargo a los recursos del Sistema General de Seguridad Social en Salud,0.00
833313,"Convenios con recursos del Sistema General de Seguridad Social en Salud  - Trauma
mayor y desplazados",0.00
833314,Ministerio de salud - Recursos del IVA social,0.00
833315,Atención con cargo a recursos de acciones de salud pública,0.00
833390,Otras cuentas por cobrar servicios de salud,0.00
8344,ACTIVOS Y FLUJOS FUTUROS TITULARIZADOS,0.00
834404,Activos,0.00
834405,Flujos futuros,0.00
8347,BIENES ENTREGADOS A TERCEROS,0.00
834704,"Propiedades, planta y equipo",0.00
834705,Recursos naturales no renovables en explotación,0.00
834707,Activos intangibles,0.00
834790,Otros bienes entregados a terceros,0.00
8350,PRÉSTAMOS APROBADOS POR DESEMBOLSAR,0.00
835013,Gobierno general,0.00
835014,Empresas,0.00
8355,EJECUCIÓN DE PROYECTOS DE INVERSIÓN,0.00
835510,Activos,0.00
835511,Gastos,0.00
8361,RESPONSABILIDADES  EN PROCESO,0.00
836101,Internas,0.00
836102,Ante autoridad competente,0.00
8366,CARTERA ADQUIRIDA,0.00
836601,Cartera improductiva adquirida por movilización de activos,0.00
836602,Otra cartera adquirida,0.00
8367,BIENES DE USO PÚBLICO,0.00
836701,Red de transporte,0.00
836702,Plazas públicas,0.00
836703,Parques recreacionales,0.00
836704,Bibliotecas,0.00
836705,Hemerotecas,0.00
836706,Edificaciones,0.00
836707,Museos,0.00
836790,Otros bienes de uso público,0.00
8368,BIENES HISTÓRICOS Y CULTURALES,0.00
836801,Monumentos,0.00
836802,Museos,0.00
836803,Obras de arte,0.00
836804,Bienes arqueológicos,0.00
836808,Elementos de museo,0.00
836809,Libros y publicaciones,0.00
836890,Otros bienes históricos y culturales,0.00
8390,OTRAS CUENTAS DEUDORAS DE CONTROL,0.00
839004,Esquemas de cobro,0.00
839090,Otras cuentas deudoras de control,0.00
89,DEUDORAS POR CONTRA (CR),0.00
8905,ACTIVOS CONTINGENTES POR CONTRA (CR),0.00
890506,Litigios y mecanismos alternativos de solución de conflictos,0.00
890509,Garantías contractuales,0.00
890512,Derechos en opciones,0.00
890590,Otros activos contingentes por contra,0.00
8910,DEUDORAS FISCALES POR CONTRA (CR),0.00
891001,Deudoras fiscales por contra (Cr),0.00
8915,DEUDORAS DE CONTROL POR CONTRA (CR),0.00
891502,Bienes entregados en custodia,0.00
891503,"Bonos, títulos y especies no colocados",0.00
891504,Documentos entregados para su cobro,0.00
891505,Mercancías entregadas en consignación,0.00
891506,Bienes y derechos retirados,0.00
891513,Activos y flujos futuros titularizados,0.00
891515,Préstamos aprobados por desembolsar,0.00
891516,Ejecución de proyectos de inversión,0.00
891517,Facturación glosada en venta de servicios de salud,0.00
891518,Bienes entregados a terceros,0.00
891521,Responsabilidades en proceso,0.00
891525,Bienes y derechos entregados en garantía,0.00
891529,Cartera adquirida,0.00
891531,Bienes de uso público,0.00
891532,Bienes históricos y culturales,0.00
891590,Otras cuentas deudoras de control por contra,0.00
9,CUENTAS DE ORDEN ACREEDORAS,0.00
91,PASIVOS CONTINGENTES,0.00
9120,LITIGIOS Y MECANISMOS ALTERNATIVOS DE SOLUCIÓN DE CONFLICTOS,0.00
912001,Civiles,0.00
912002,Laborales,0.00
912004,Administrativos,0.00
912005,Obligaciones fiscales,0.00
912090,Otros litigios y mecanismos alternativos de solución de conflictos,0.00
9128,GARANTÍAS CONTRACTUALES,0.00
912801,Acuerdos de concesión,0.00
912802,Contratos de asociación,0.00
912803,Contratos a riesgo compartido,0.00
912804,Contratos de obra,0.00
912805,Contratos para servicios públicos,0.00
912806,Uniones temporales,0.00
912807,Promesas de compraventa,0.00
912890,Otras garantías contractuales,0.00
9129,OBLIGACIONES EN OPCIONES,0.00
912907,Vendidas,0.00
912908,Compradas,0.00
9190,OTROS PASIVOS CONTINGENTES,0.00
919001,Obligaciones contingentes a cargo en operaciones conjuntas,0.00
919002,Garantías y avales otorgados,0.00
919003,Obligaciones contingentes a cargo en acuerdos no clasificados como operaciones conjuntas,0.00
919090,Otros pasivos contingentes,0.00
92,ACREEDORAS FISCALES,0.00
93,ACREEDORAS DE CONTROL,0.00
9301,BIENES Y DERECHOS RECIBIDOS EN GARANTÍA,0.00
930101,Bienes,0.00
930102,Derechos,0.00
9302,MOVILIZACIÓN DE ACTIVOS,0.00
930201,Cartera en administración,0.00
930202,Inmuebles para reasignar a otras entidades públicas,0.00
930203,Inmuebles para comercializar,0.00
9306,BIENES RECIBIDOS EN CUSTODIA,0.00
930601,Inversiones,0.00
930602,Inventarios,0.00
930616,"Pagarés, letras de cambio y otros",0.00
930617,"Propiedades, planta y equipo",0.00
930618,Otros activos,0.00
930690,Otros bienes recibidos en custodia,0.00
9308,RECURSOS ADMINISTRADOS EN NOMBRE DE TERCEROS,0.00
930802,Inversiones,0.00
930803,Recursos entregados en administración - Encargos fiduciarios,0.00
930804,Recursos entregados en administración - Fiducia mercantil,0.00
930805,Derechos,0.00
930806,Bienes,0.00
9311,CÁLCULO ACTUARIAL DE PENSIONES PARA EL CUMPLIMIENTO DE DISPOSICIONES LEGALES,0.00
931101,Pensiones,0.00
931102,Cuotas partes de pensiones,0.00
931103,Cuotas partes de bonos pensionales,0.00
931104,Pensiones conmutadas,0.00
931105,Cuotas partes de pensiones conmutadas,0.00
931106,Cuotas partes de bonos pensionales conmutadas,0.00
9312,LIQUIDACIÓN PROVISIONAL DE BONOS PENSIONALES,0.00
931202,Entidades responsables del pasivo pensional,0.00
9313,MERCANCÍAS RECIBIDAS EN CONSIGNACIÓN,0.00
931301,Mercancías recibidas en consignación,0.00
9350,PRÉSTAMOS POR RECIBIR,0.00
935001,Banca comercial,0.00
935002,Banca multilateral,0.00
935003,Banca de fomento,0.00
935004,Gobiernos,0.00
935005,Proveedores,0.00
935090,Otros préstamos por recibir,0.00
9355,EJECUCIÓN DE PROYECTOS DE INVERSIÓN,0.00
935501,Pasivos,0.00
935502,Ingresos,0.00
9390,OTRAS CUENTAS ACREEDORAS DE CONTROL,0.00
939002,Anticipos y fondos en administración,0.00
939004,Pasivos cancelados por prescripción,0.00
939010,Esquemas de pago,0.00
939011,Contratos pendientes de ejecución,0.00
939012,Facturación glosada en la adquisición de servicios de salud,0.00
939013,Convenios,0.00
939017,Titularización de flujos futuros,0.00
939090,Otras cuentas acreedoras de control,0.00
99,ACREEDORAS POR CONTRA (DB),0.00
9905,PASIVOS CONTINGENTES POR CONTRA (DB),0.00
990505,Litigios y mecanismos alternativos de solución de conflictos,0.00
990511,Garantías contractuales,0.00
990514,Obligaciones en opciones,0.00
990590,Otros pasivos contingentes por contra,0.00
9910,ACREEDORAS FISCALES POR CONTRA (DB),0.00
991001,Acreedoras fiscales por contra (Db),0.00
9915,ACREEDORAS DE CONTROL POR CONTRA (DB),0.00
991502,Bienes recibidos en custodia,0.00
991503,Mercancías recibidas en consignación,0.00
991507,Préstamos por recibir,0.00
991510,Recursos administrados en nombre de terceros,0.00
991511,Movilización de activos,0.00
991522,Ejecución de proyectos de inversión,0.00
991524,Bienes y derechos recibidos en garantía,0.00
991530,Cálculo actuarial de pensiones para el cumplimiento de disposiciones legales,0.00
991532,Liquidación provisional de bonos pensionales,0.00
991590,Otras cuentas acreedoras de control por contra,0.00
